time,x,y,z,yaw,ctrl_comp_time,x_ref,y_ref,z_ref,yaw_ref,throttle,roll_rate,pitch_rate,yaw_rate,save_tube_hH,save_tube_hL,save_tube_pyH,save_tube_pyL,save_tube_pzH,save_tube_pzL,save_tube_thetaH,save_tube_thetaL,save_tube_vH,save_tube_vL
15.070682525634766,-0.035082001239061356,3.827070713043213,-12.289105415344238,0.0019309452308383071,0.09383988380432129,0.0,3.8277065320634507,-12.291099670012112,-0.014563546232279219,0.1910783479629669,-1.0,-0.0046826175515187335,0.013670245746188022,0.06459132412672043,0.06439132412672043,3.827170713043213,3.8269707130432127,-12.289005415344239,-12.289205415344238,-0.004463546232279218,-0.004663546232279219,-0.19903323223590852,-0.1992332322359085
15.713213205337524,0.0025967000983655453,3.8859517574310303,-12.086606979370117,-0.0020755731075324663,0.23250818252563477,0.0,3.8277065320634507,-12.291099670012112,-0.014563546232279219,0.3849702500665758,-0.27666045504454184,0.4015891665477513,0.24956917202233164,963.656285415599,-965.0833161244382,178274.6678000338,-178267.79636632997,178345.79118531733,-178366.73280448493,3485.9760721382513,-3485.926207533354,3584.661482997305,-3579.7570783999167
15.901565074920654,0.0025967000983655453,3.8859517574310303,-12.086606979370117,-0.0020755731075324663,0.002789735794067383,0.0,3.8888387715004793,-12.071821702187526,-0.15874482071953416,0.5623639844976283,-1.0,0.3825951281965859,0.41469842041563226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.912696838378906,0.04325615614652634,3.898162841796875,-10.597017288208008,-0.015470387855198442,0.003347635269165039,0.0,3.8917920859628983,-12.056655227134673,-0.16874482071953417,0.7523396860344781,1.0,-0.839935204082311,-1.6087980365256707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.91876769065857,0.04325615614652634,3.898162841796875,-10.597017288208008,-0.015470387855198442,0.0030760765075683594,0.0,3.8948078722610915,-12.04111870865506,-0.17874482071953418,0.754962799448335,1.0,-0.21834599991340858,-1.3661586255679694,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.927279233932495,0.04528769105672836,3.8921661376953125,-10.47319221496582,-0.019089923976893186,0.0024917125701904297,0.0,3.8978820506311376,-12.025222730870054,-0.1887448207195342,0.7663031749868418,1.0,-0.17801364381032236,-0.9795604651395741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.934393882751465,0.046392541378736496,3.889780044555664,-10.43036937713623,-0.020311732686070283,0.002263784408569336,0.0,3.9010103086953287,-12.008977311180004,-0.1987448207195342,0.7714842014278815,1.0,-0.17723347862187155,-0.7183035430015873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.944561004638672,0.04745785519480705,3.8872499465942383,-10.387332916259766,-0.021624387086033925,0.0023758411407470703,0.0,3.904188119733695,-11.992391904272028,-0.2087448207195342,0.7736689892777414,1.0,-0.1857938800260135,-0.5385476166488868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.956249475479126,0.04847848042845726,3.8845248222351074,-10.344139099121094,-0.022997754165800965,0.003975629806518555,0.0,3.9074107606284607,-11.975475406516557,-0.21874482071953422,0.7736689892777414,1.0,-0.198020800526756,-0.4135663270295903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.964531898498535,0.04847848042845726,3.8845248222351074,-10.344139099121094,-0.022997754165800965,0.002280712127685547,0.0,3.910673329476464,-11.958236160735211,-0.22874482071953423,0.7736689892777414,1.0,-0.2019367545506869,-0.3273550117892645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.975367307662964,0.051211994141340256,3.8746650218963623,-10.214437484741211,-0.026208078178893535,0.0024793148040771484,0.0,3.9139707628652176,-11.940681961322898,-0.23874482071953423,0.7736689892777414,1.0,-0.22688567055930733,-0.26392154401663104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
