time,x,y,z,yaw,ctrl_comp_time,rollout_comptime,y_ref,z_ref,yaw_ref,throttle,roll_rate,pitch_rate,yaw_rate,save_tube_pyH,save_tube_pyL,save_tube_pzH,save_tube_pzL,wy,wz
15.00940728187561,0.0023022310342639685,3.892390727996826,-12.701616287231445,0.0019466223427417747,0.16800308227539062,0.12569570541381836,3.881701539514532,-12.636207085588623,-0.14357011080094811,0.5908128667261262,-1.0,-0.02590300866103197,0.016236467438941794,3.9105694845492893,3.85195624886782,-12.637226073493315,-12.648318222844374,0.0,0.0
15.571553707122803,0.0023022310342639685,3.892390727996826,-12.701616287231445,0.0019466223427417747,0.1680004596710205,0.11086893081665039,3.882522500405758,-12.622082066754158,-0.16357011080094813,0.5907669004591766,-1.0,-0.08043493152118793,-0.06138898492192563,3.9228645234923345,3.8413805936721395,-12.620260022551777,-12.638360178017765,0.0,0.0
15.703237056732178,-0.018459400162100792,3.891474962234497,-12.683993339538574,-0.0008320277964575924,0.002067089080810547,0.10859417915344238,3.883245345887646,-12.606635374329178,-0.18357011080094815,0.5909329432184732,-0.9231094092568366,-0.2066256032861394,-0.32187177428937197,3.938006883403722,3.82778895237314,-12.600181914269514,-12.628865413654845,0.0,0.0
15.709654808044434,-0.018459400162100792,3.891474962234497,-12.683993339538574,-0.0008320277964575924,0.0026581287384033203,0.10859417915344238,3.8838423161191424,-12.589870076505868,-0.20357011080094817,0.5895716673021267,-0.9912339265167409,-0.3846379223002976,-0.560935887144686,3.956812104637383,3.810310508944526,-12.57621325604315,-12.620621709702144,0.0,0.0
15.718678712844849,-0.01865319348871708,3.8905906677246094,-12.682849884033203,-0.000903022337799374,0.002260923385620117,0.10859417915344238,3.8842855415724853,-12.571786073063178,-0.22357011080094819,0.5881870599996911,-1.0,-0.5092465456102083,-0.680467943572343,3.980515633786176,3.787654142517831,-12.547198364074978,-12.614787722911641,0.0,0.0
15.728168487548828,-0.018795954063534737,3.8897342681884766,-12.681571960449219,-0.0010088271129943126,0.002863168716430664,0.10859417915344238,3.884547223283271,-12.55238008045758,-0.2435701108009482,0.5870688937084274,-1.0,-0.5964725819271458,-0.7402339717861716,4.011004539721451,3.757877070528451,-12.511398518063642,-12.613098792290698,0.0,0.0
15.736751079559326,-0.018795954063534737,3.8897342681884766,-12.681571960449219,-0.0010088271129943126,0.0024487972259521484,0.10859417915344238,3.884599814003984,-12.531645626972177,-0.2635701108009482,0.5856912308203893,-1.0,-0.6575308073490022,-0.7701169858930857,4.051175118150986,3.7180276056980373,-12.466169798076985,-12.618189082466046,0.0,0.0
15.748367071151733,-0.01886626146733761,3.8884403705596924,-12.681153297424316,-0.0014092545744211855,0.0025894641876220703,0.10859417915344238,3.8844161997164512,-12.509573057919845,-0.28357011080094824,0.5857791190063174,-1.0,-0.7002715651443016,-0.7850584929465428,4.105467984124888,3.663610426330054,-12.407466236623891,-12.63408843196936,0.0,0.0
15.75896692276001,-0.018870072439312935,3.887578010559082,-12.681312561035156,-0.0017960303587800765,0.0029904842376708984,0.10859417915344238,3.883969880964704,-12.486149550863772,-0.30357011080094826,0.5854006055596204,-1.0,-0.7301900956010111,-0.7925292464732715,4.180610988998912,3.5878440223255,-12.329118029347542,-12.666944162980807,0.0,0.0
15.768409490585327,-0.018833443522453308,3.8859002590179443,-12.681109428405762,-0.0029223871551457272,0.002855539321899414,0.10859417915344238,3.8832351534777305,-12.461359140787446,-0.3235701108009483,0.5864668161315547,-1.0,-0.7511330669207078,-0.7962646232366358,4.286491765040441,3.480788512664019,-12.221304161352675,-12.726548495413114,0.0,0.0
15.778526306152344,-0.0187905952334404,3.885080575942993,-12.680720329284668,-0.003652897853332421,0.002845287322998047,0.10859417915344238,3.8821872875614356,-12.43518275511604,-0.3435701108009483,0.5864496077557034,-1.0,-0.7657931468444955,-0.798132311618318,4.436731199318787,3.32877253165712,-12.066789915723595,-12.83010109861313,0.0,0.0
15.788280248641968,-0.01872897520661354,3.884270191192627,-12.680132865905762,-0.0044854998255728,0.0028972625732421875,0.10859417915344238,3.880802705750653,-12.407598258462192,-0.3635701108009483,0.586495312000824,-1.0,-0.7760552027911469,-0.7990661558091591,4.649483192845514,3.11359382697755,-11.840732737189583,-13.002403307498833,0.0,0.0
15.798683166503906,-0.018646594136953354,3.8834657669067383,-12.679342269897461,-0.0054095410214700865,0.0026166439056396484,0.10859417915344238,3.898038029553794,-12.646216811287562,-0.13436172716710787,0.5865928996219236,-1.0,-0.7832386419538029,-0.7995330779045794,3.922121168576297,3.8730742959163336,-12.648199725974187,-12.656847141551687,0.0,0.0
